y,inputstate,birthyr,gender,sexuality,trans,educ,votereg,race,employ,internethome,internetwork,marstat,pid3,ideo5,pew_bornagain,pew_religimp,pew_churatd,pew_prayer,religpew,child18num,newsint,faminc_new,ownhome,urbancity,immstat,cit1,unionhh,investor,assets_estimate,response_time_minutes,volunteering_index
1,Colorado,1989,Male,Heterosexual / straight,No,4-year,Yes,White,Unemployed,Broadband,,Never married,Democrat,Very liberal,No,Not too important,Never,Never,Something else,0,Some of the time,Prefer not to say,Own,City,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,27405.0,,0.47
0,Pennsylvania,1968,Female,Heterosexual / straight,No,High school graduate,Yes,White,Other,,,Married,Democrat,Not sure,No,Very important,Never,Once a day,Protestant,0,Only now and then,"$10,000 - $19,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,0.0,9.9,0.38
0,Illinois,1956,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,Broadband,Married,Not sure,Moderate,No,Very important,Seldom,Several times a day,Nothing in particular,1,Only now and then,"$30,000 - $39,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,42725.0,,1.34
1,Florida,1956,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Never,Atheist,0,Most of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,48926.0,8.7,0.99
0,Massachusetts,1942,Female,Prefer not to say,No,High school graduate,Yes,White,Retired,Broadband,,Married,Independent,Not sure,No,Very important,More than once a week,Several times a day,Roman Catholic,0,Don't know,Prefer not to say,Own,Town,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",Yes,36933.0,13.9,1.23
0,Pennsylvania,1944,Female,Heterosexual / straight,No,Some college,Yes,White,Part-time,Broadband,Broadband,Divorced,Republican,Conservative,Yes,Somewhat important,A few times a year,Several times a day,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,0.0,13.9,0.24
0,Florida,1937,Male,Heterosexual / straight,No,2-year,Yes,White,Retired,Broadband,Broadband,Widowed,Independent,Very conservative,No,Somewhat important,A few times a year,Seldom,Protestant,0,Most of the time,"$30,000 - $39,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,32258.0,16.5,0.93
1,New York,1956,Female,Heterosexual / straight,No,Post-grad,Yes,White,Homemaker,Broadband,,Married,Democrat,Liberal,No,Not too important,Never,Never,Jewish,0,Most of the time,"$150,000 - $199,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,195220.0,14.2,0.0
0,North Carolina,1958,Female,Heterosexual / straight,No,4-year,Yes,White,Unemployed,Broadband,Broadband,Divorced,Independent,Moderate,No,Somewhat important,Never,Several times a day,Nothing in particular,0,Most of the time,"$70,000 - $79,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,65606.0,,0.59
0,Tennessee,1947,Male,Heterosexual / straight,No,Some college,Yes,Black,Retired,Broadband,Broadband,Married,Democrat,Moderate,Yes,Very important,Once a week,Several times a day,Protestant,0,Most of the time,"$60,000 - $69,999",Own,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,0.0,16.5,1.68
0,Washington,1973,Male,Heterosexual / straight,No,Some college,Yes,White,Homemaker,Broadband,Broadband,Married,Democrat,Moderate,No,Not at all important,Never,Never,Atheist,2,Most of the time,"$250,000 - $349,999",Own,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,250569.0,10.9,0.0
1,Alabama,1962,Female,Heterosexual / straight,No,2-year,Yes,Black,Permanently disabled,Broadband,,Divorced,Democrat,Moderate,No,Very important,Once or twice a month,Several times a day,Protestant,0,Some of the time,"$10,000 - $19,999",Rent,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,24201.0,10.2,0.69
1,Connecticut,1953,Female,Heterosexual / straight,No,2-year,Yes,Other,Permanently disabled,Broadband,,Divorced,Republican,Very conservative,No,Very important,Never,Several times a day,Something else,0,Most of the time,"$10,000 - $19,999",Other,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,392.0,15.2,0.61
0,Georgia,1974,Female,Heterosexual / straight,No,High school graduate,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Not sure,No,Somewhat important,A few times a year,A few times a week,Protestant,0,Only now and then,"$50,000 - $59,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,51890.0,,0.05
1,Ohio,1983,Female,Heterosexual / straight,No,4-year,Yes,White,Permanently disabled,Broadband,,Married,Independent,Very liberal,No,Somewhat important,Seldom,Seldom,Nothing in particular,1,Most of the time,"$10,000 - $19,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,3326.0,9.1,1.01
1,Minnesota,1993,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Never married,Democrat,Very liberal,No,Not at all important,Seldom,Never,Agnostic,0,Most of the time,"$20,000 - $29,999",Other,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,40281.0,5.8,0.0
1,Massachusetts,1979,Male,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Independent,Moderate,No,Not at all important,Never,Never,Agnostic,1,Most of the time,"$120,000 - $149,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,110358.0,7.0,0.0
0,Oklahoma,1992,Female,Heterosexual / straight,No,Some college,Yes,White,Full-time,Broadband,,Never married,Democrat,Liberal,No,Not too important,Never,Seldom,Agnostic,0,Most of the time,"$30,000 - $39,999",Rent,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,1881.0,10.9,0.0
0,Illinois,1938,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,Broadband,Widowed,Democrat,Moderate,No,Very important,Never,Once a day,Protestant,0,Some of the time,"$10,000 - $19,999",Own,Town,"My parents, grandparents and I were all born in the USA",Yes,"A member of my household was formerly a member of a labor union, but is not now",No,0.0,12.9,1.8
1,North Carolina,1980,Female,Heterosexual / straight,No,Post-grad,Yes,White,Temporarily laid off,Broadband,,Never married,Independent,Liberal,No,Not too important,Seldom,Seldom,Protestant,0,Most of the time,"$50,000 - $59,999",Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,74696.0,13.0,0.0
1,Michigan,1967,Male,Heterosexual / straight,No,High school graduate,Yes,Mixed,Permanently disabled,Broadband,,Divorced,Other,Conservative,No,Somewhat important,Seldom,Once a day,Nothing in particular,1,Only now and then,"Less than $10,000",Rent,City,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,54958.0,11.7,1.18
1,New Mexico,1960,Female,Heterosexual / straight,No,4-year,Yes,Hispanic,Full-time,Broadband,Broadband,Married,Democrat,Moderate,No,Very important,A few times a year,Several times a day,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,85178.0,,0.74
1,Ohio,1955,Female,Heterosexual / straight,No,2-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Liberal,No,Not at all important,Never,Seldom,Nothing in particular,0,Most of the time,"$60,000 - $69,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,70515.0,17.2,0.9
0,Virginia,1938,Female,Heterosexual / straight,No,High school graduate,Yes,Hispanic,Retired,Broadband,,Never married,Republican,Very conservative,Yes,Very important,More than once a week,Several times a day,Something else,0,Most of the time,Prefer not to say,Rent,Rural area,"My parents, grandparents and I were all born in the USA",Yes,"Yes, a member of my household is currently a union member",No,49904.0,,1.51
1,California,1954,Female,Heterosexual / straight,No,Post-grad,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not too important,Seldom,Seldom,Roman Catholic,0,Most of the time,"$80,000 - $99,999",Other,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,108532.0,12.2,0.3
0,Delaware,1950,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Democrat,Not sure,No,Not at all important,Never,Never,Nothing in particular,0,Hardly at all,"$120,000 - $149,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",Yes,203807.0,17.4,0.18
1,New York,1935,Female,Heterosexual / straight,No,High school graduate,Yes,White,Part-time,Broadband,Broadband,Widowed,Republican,Conservative,Yes,Very important,Once a week,Several times a day,Roman Catholic,0,Most of the time,"$30,000 - $39,999",Rent,Town,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,33092.0,11.2,0.45
1,Maryland,1958,Male,Heterosexual / straight,No,4-year,Yes,Black,Retired,Broadband,,Divorced,Independent,Moderate,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Most of the time,"$150,000 - $199,999",Own,City,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,211327.0,13.6,0.1
0,West Virginia,1951,Male,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Married,Independent,Conservative,Yes,Somewhat important,Seldom,Don't know,Protestant,0,Some of the time,Prefer not to say,Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,81678.0,11.6,0.55
0,Oregon,1956,Female,Lesbian / gay woman,No,High school graduate,Yes,White,Permanently disabled,Broadband,,Separated,Democrat,Moderate,No,Not too important,Seldom,Once a day,Nothing in particular,0,Some of the time,"$10,000 - $19,999",Rent,Town,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",No,47828.0,13.6,0.21
0,California,1943,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,Broadband,Widowed,Other,Very conservative,No,Somewhat important,Seldom,Don't know,Protestant,0,Most of the time,"$20,000 - $29,999",Own,Suburb,"My parents, grandparents and I were all born in the USA",Yes,"No, no one in my household has ever been a member of a labor union",Yes,49033.0,11.8,0.16
1,Indiana,1931,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,,Widowed,Republican,Conservative,No,Somewhat important,Seldom,A few times a month,Roman Catholic,0,Most of the time,"$30,000 - $39,999",Rent,Town,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,53983.0,16.3,2.02
0,Florida,1939,Female,Heterosexual / straight,No,High school graduate,Yes,White,Retired,Broadband,Broadband,Married,Independent,Conservative,No,Very important,Seldom,Once a day,Roman Catholic,0,Some of the time,"$40,000 - $49,999",Own,Suburb,I was born in the USA but at least one of my parents is an immigrant,Yes,"A member of my household was formerly a member of a labor union, but is not now",No,58604.0,12.8,0.4
1,Virginia,1986,Female,Heterosexual / straight,No,4-year,Yes,White,Full-time,Broadband,Broadband,Married,Democrat,Very liberal,No,Not at all important,Seldom,Seldom,Nothing in particular,0,Most of the time,"$100,000 - $119,999",Own,Suburb,My parents and I were born in the USA but at least one of my grandparents was an immigrant,Yes,"No, no one in my household has ever been a member of a labor union",No,78423.0,7.5,0.0
